mp-7436, KCuTe
mp-7437, KZnP
mp-7438, KZnSb
mp-7439, K3Cu3P2
mp-7446, Rb2S3
mp-7447, Rb2Se3
mp-7449, Cs2Se3
mp-7457, SnF2
mp-7467, RbCuO2
mp-7469, NaCuO
mp-7470, RbCuO
mp-7472, RbAuO2
mp-7482, RbHgF3
mp-7505, K2P2Pd
mp-752446, RbNO3
mp-752580, RbNO2
mp-752658, Y2SeO2
mp-752676, TiBi2O5
mp-753098, LiCuF2
mp-753260, LaAgO2
mp-753287, CaCdO2
mp-753401, Sc2TiO5
mp-753671, PNO
mp-753747, Ta3O7F
mp-753802, Sc2Ti2O7
mp-753946, LiCoS2
mp-754117, YHO2
mp-754118, Sr(AsO3)2
mp-754212, BaSr2I6
mp-754326, NaAgO2
mp-754329, CdSnO3
mp-754363, Ba2HfO4
mp-754368, NaSbO2
mp-754517, SrCa2I6
mp-754535, LaAgO2
mp-754596, RbGaO2
mp-7547, BaSe2
mp-754710, Sr2CaI6
mp-7548, BaSe3
mp-754826, CsScO2
mp-755013, Li5TaO5
mp-755287, Ca3CdO4
mp-755293, Sr4Sb2O
mp-755309, Li3NbS4
mp-755478, CdBiO3
mp-755586, NaLaO2
mp-755756, Y2TeO2
mp-755895, Ba3Zr2O7
mp-7566, InPO4
mp-7569, KAsF6
mp-757, Li3As
mp-7572, MgSO4
mp-7575, LiZnN
mp-7581, MoSe2
mp-7596, NbNO
mp-760, FeSe2
mp-760375, Li3VS4
mp-7604, Mg3NF3
mp-760400, Na5BiO5
mp-760417, Rb4I2O
mp-7608, Li2PdO2
mp-7610, Li2CaSiO4
mp-7611, Li2CaGeO4
mp-7618, Cs3YF6
mp-7622, KSO4
mp-7631, SiC
mp-7639, Na2CuP
mp-7642, K2AgAs
mp-7643, K2AgSb
mp-7650, RbScO2
mp-766, As2Ru
mp-7667, K2S3
mp-7670, K2Se3
mp-768368, K4I2O
mp-7684, Tl3AsSe3
mp-770932, LiSbO3
mp-772290, LiAgO
mp-773137, KCaBi
mp-7738, LaSeF
mp-774907, KLiZnS2
mp-7752, Sr3SbN
mp-776532, HfO2
mp-7770, Sr(ZnAs)2
mp-7773, Na2AsAu
mp-7774, Na2SbAu
mp-7786, CsCu3S2
mp-7801, CaGeN2
mp-7808, BaP3
mp-7825, K2GeF6
mp-7848, AlPO4
mp-7849, AlAsO4
mp-7863, Rb2Sn2O3
mp-7886, Cs2RbYF6
mp-7891, Mg3As2
mp-7895, Rb2O2
mp-7896, Cs2O2
mp-7903, Cs2ZrF6
mp-7906, Al2HgS4
mp-7907, Al2ZnSe4
mp-7908, Al2ZnTe4
mp-7909, Al2CdTe4
mp-7910, Al2HgTe4
mp-7911, KCuO
mp-7914, NaScO2
mp-7921, MgPdF6
mp-7922, CaPdF6
mp-7928, K2PtS2
mp-7929, Rb2PtS2
mp-7931, SrP
mp-7936, LiNbS2
mp-7937, NaNbS2
mp-7938, KNbS2
mp-7939, NaNbSe2
mp-7940, KNbSe2
mp-7955, Li3Sb
mp-7956, Na3Sb
mp-7958, KLaO2
mp-7972, RbLaO2
mp-7979, K2PdF6
mp-7988, Cs2O
mp-8000, SrSn(BO3)2
mp-8016, AlCuSe2
mp-8017, AlCuTe2
mp-8039, AlF3
mp-804, GaN
mp-8041, Rb2S
mp-8042, ZrGeO4
mp-8058, YAsO4
mp-8062, SiC
mp-8098, InGaO3
mp-8127, K2Mg(CO3)2
mp-8145, RbScO2
mp-8147, K2As2Pd
mp-8161, CaPdF4
mp-8175, KTlO2
mp-8176, RbTlO2
mp-8177, HgF2
mp-8180, LiNO3
mp-8187, K2ZnO2
mp-8188, KScO2
mp-8192, Rb2PtF6
mp-8200, AgP2
mp-8207, Zn(PtO2)3
mp-8208, Mg(PtO2)3
mp-8212, Cd(PtO2)3
mp-8217, Cs2GeF6
mp-8224, CaSnF6
mp-8235, K2SiP2
mp-8248, Rb2TeO3
mp-8255, CaPtF6
mp-8256, ZnPtF6
mp-8257, Na2ZnS2
mp-8262, K2P3
mp-8267, KPS3
mp-827, KN3
mp-8276, Sr(ZnP)2
mp-8277, Sr(CdP)2
mp-8278, Ba(MgP)2
mp-8279, Ba(CdP)2
mp-8280, Ba(MgAs)2
mp-8289, SnF3
mp-8291, BaTiF6
mp-8298, Sr4P2O
mp-8299, Sr4As2O
mp-830, GaN
mp-8300, Ba4As2O
mp-8311, Si3NiP4
mp-8335, Ba2ZrO4
mp-8361, CsTe
mp-8377, TeO2
mp-8399, CsCdF3
mp-8402, RbMgF3
mp-8405, Li3LaSb2
mp-8407, Li3LaP2
mp-8409, KYO2
mp-841, Li2O2
mp-8411, Na2AgAs
mp-8426, K2Se
mp-8430, KLiS
mp-8446, K2CuP
mp-8452, NaLiS
mp-8454, KF
mp-8455, CsF
mp-8459, CdSO4
mp-856, SnO2
mp-8579, Ba(AgS)2
mp-8615, NbBO4
mp-861937, Ba2AsAu
mp-861979, Ir2S3
mp-8621, K2PtSe2
mp-8622, Rb2PtSe2
mp-8623, K2Te2Pt
mp-862631, Ba2SbAu
mp-862868, PbBr2
mp-862871, PbCl2
mp-862947, Ba2BiAu
mp-8630, SbIrS
mp-864954, MgMoN2
mp-865185, Mg(BeAs)2
mp-865427, KSrCO3F
mp-865500, Na2Hf2O5
mp-8658, CsNaSe
mp-866132, Na2TlSb
mp-866141, TiFe2Si
mp-866291, AgBr
mp-867168, Sr2SbAu
mp-867169, Sr2SnHg
mp-867193, Sr2BiAu
mp-867194, Sr(MgAs)2
mp-867203, Sr2CdAs2
mp-867219, Sr2GaGeN
mp-867261, RbSrCO3F
mp-867300, Rb2Hf2O5
mp-867335, K2SbAu
mp-867339, CsK2Bi
mp-867699, Li4TiS4
mp-867730, Cs2SnO3
mp-8697, ScBO3
mp-8703, Na3SbSe4
mp-8724, K2TeO3
mp-8751, RbLiS
mp-8752, Na4CdP2
mp-8753, K4HgP2
mp-8756, KLiSe
mp-8759, Cs2ZrO3
mp-8789, Ca4As2O
mp-8799, RbNaS
mp-8812, Rb2GeF6
mp-8818, Ca2ZnN2
mp-8830, NaRhO2
mp-8857, Cs2As2Pd
mp-886, Ga2O3
mp-8861, Rb2MgF4
mp-8873, LiGeBO4
mp-8874, LiSiBO4
mp-8880, AlP
mp-8881, AlAs
mp-8882, GaP
mp-8884, ZnTe
mp-8891, K2Zr(BO3)2
mp-8922, Cd(SbO3)2
mp-8930, K2GeAs2
mp-8931, Rb2SnAs2
mp-8932, Cs2SiP2
mp-8934, Cs2SnAs2
mp-8943, PtF4
mp-8962, Rb2HgF4
mp-8963, Cs2HgF4
mp-8978, CsNbN2
mp-8979, TaInO4
mp-9008, RbTeAu
mp-9010, RbAuS
mp-9062, RbS
mp-9063, RbSe
mp-9064, RbTe
mp-9107, NaZrCuS3
mp-9124, LiZnAs
mp-9125, Ca(SbO3)2
mp-9126, Sr(SbO3)2
mp-9127, Ba(SbO3)2
mp-9143, LiPF6
mp-9144, LiAsF6
mp-9158, LiCuO2
mp-9166, MgCN2
mp-9195, BaCuSeF
mp-9198, Fe(SiP)4
mp-9200, K3AuO
mp-9205, KSeO2F
mp-924128, HfNiSn
mp-924129, ZrNiSn
mp-924130, TiNiSn
mp-9244, LiBC
mp-9250, RbLiSe
mp-9259, Ba2Mg(BO3)2
mp-9262, Cs2PtF6
mp-9268, KSe
mp-927, CuP2
mp-9270, SbIrS
mp-9273, K3Sb2Au3
mp-9274, Rb3Sb2Au3
mp-9295, TaCu3Te4
mp-9306, Sr2ZnN2
mp-9307, Ba2ZnN2
mp-9317, KZrCuS3
mp-9321, Ba2HfS4
mp-9348, KRb2ScF6
mp-9361, RbLaS2
mp-9382, SrZrN2
mp-9383, SrHfN2
mp-9384, CsAu3S2
mp-9385, RbAu3Se2
mp-9386, CsAu3Se2
mp-9437, NbFeSb
mp-9486, K2AlF5
mp-9514, Mg(AlC)2
mp-9517, SrTiN2
mp-9562, LiBeAs
mp-9564, Ca(MgAs)2
mp-9565, Ca(MgSb)2
mp-9566, Sr(MgSb)2
mp-9567, Ba(MgSb)2
mp-9569, Ca(ZnP)2
mp-9570, Ca(CdP)2
mp-9571, Ca(ZnAs)2
mp-9573, NaBeAs
mp-9575, LiBeSb
mp-9583, K2ZnF4
mp-9595, NbInO4
mp-9610, Li2CN2
mp-961646, TiTeOs
mp-961648, KBaP
mp-961649, ZrFeTe
mp-961657, YNiP
mp-961659, TiSiPd
mp-961660, TiFeSe
mp-961661, ZrSiPd
mp-961673, TiFeTe
mp-961675, ScNiP
mp-961678, ScCoTe
mp-961682, TiSnPd
mp-961683, LiMgP
mp-961684, LiCaAs
mp-961685, NaCaAs
mp-961687, ZrSnPd
mp-961693, ZrInAu
mp-961698, LiZnP
mp-961706, TiSiPt
mp-961711, ZrSiPt
mp-961713, ZrSnPt
mp-961774, BaNaSb
mp-9631, AlAgO2
mp-9636, CsSbF6
mp-9657, LiAsO3
mp-9664, K3BP2
mp-966800, InP
mp-9672, K2NiP2
mp-9675, Cs3BP2
mp-9687, K2PAu
mp-9692, K2GeSe3
mp-971, K2O
mp-9718, Rb3BAs2
mp-9720, Rb3BP2
mp-972937, ScAlCO
mp-9731, RbAuSe
mp-973185, ScAgO2
mp-9732, BaNaP
mp-974381, Rh2S3
mp-974603, HgF2
mp-975115, RbTcO4
mp-975140, RbZn4P3
mp-9755, HfGeO4
mp-976280, LiBr
mp-976876, K2PtC2
mp-9774, Ba4Sb2O
mp-9775, NaSrAs
mp-9778, K2AgP
mp-9780, RbHfAgTe3
mp-978846, SnI2
mp-978847, SrGaGeH
mp-978852, SrGaSnH
mp-979137, SrGaSiH
mp-9794, Rb2GeSe3
mp-980057, SrAlGeH
mp-981, SrF2
mp-9812, ZnCO3
mp-9821, RbSbF6
mp-983565, CuBSe2
mp-9839, K2LiAlF6
mp-9844, BaAl2B2O7
mp-9845, RbCaAs
mp-9846, RbCaSb
mp-984761, CsRb2Sb
mp-9855, KHfCuS3
mp-985586, Na3BrO
mp-9856, Cs2ZrSe3
mp-9872, K4BeP2
mp-9881, KAuSe
mp-989400, Rb2NaGaF6
mp-989405, Cs2LiInBr6
mp-989407, YWN3
mp-989513, SrWN3
mp-989514, Cs2NaSbCl6
mp-989520, Rb2NaBiCl6
mp-989522, Mg6Bi2PN
mp-989523, Rb2NaAsF6
mp-989526, Cs2KTlF6
mp-989527, Cs2NaNF6
mp-989529, KRb2InCl6
mp-989531, Cs2KGaF6
mp-989532, Rb2TlInF6
mp-989535, Cs2AlInH6
mp-989536, Cs2LiNF6
mp-989537, Cs2TlInF6
mp-989538, Cs2InBiF6
mp-989539, Rb2AlTlH6
mp-989541, Rb2NaSbF6
mp-989545, Rb2NaSbCl6
mp-989547, Rb2NaInCl6
mp-989548, Rb2NaTlF6
mp-989558, Cs2TlGaF6
mp-989561, NaTl2GaF6
mp-989562, Cs2LiTlF6
mp-989563, Rb2NaTlCl6
mp-989565, Rb2TlGaF6
mp-989566, Rb2InGaF6
mp-989567, Cs2RbTlF6
mp-989570, Cs2CaSnCl6
mp-989571, Cs2NaInCl6
mp-989575, Cs2AlTlH6
mp-989579, Rb2LiTlCl6
mp-989583, Rb2LiInCl6
mp-989605, Cs2RbInF6
mp-989608, Cs2NaAsCl6
mp-989610, Cs2NaInH6
mp-989616, CaWN3
mp-989618, Cs2RbGaF6
mp-989625, SrWN3
mp-989629, CsRb2GaF6
mp-989635, CaMoN3
mp-989638, CaTcN3
mp-989639, Cs2KInF6
mp-989642, Cs2NaAlH6
mp-989643, LaCoN3
mp-9900, Ag2GeS3
mp-9915, LiBeP
mp-991652, VCu3Te4
mp-991676, NbCu3Te4
mp-9919, LiZnSb
mp-996941, Cs2RbInBr6
mp-996943, Cs2NaInBr6
mp-996944, Cs2TlInBr6
mp-996959, LiAuO2
mp-996962, LiAgO2
mp-996983, AgAuO2
mp-996997, LiAgO2
mp-997002, KAuO2
mp-997036, CdAuO2
mp-997041, NaCuO2
mp-997086, SrAgO2
mp-997089, NaAuO2
mp-997618, BSb
mp-998156, RbSnCl3
mp-998198, RbCaBr3
mp-998297, CsSrBr3
mp-998413, CsSeBr3
mp-998433, CsSrBr3
mp-998552, BaHfO3
mp-998599, KCaBr3
mp-9986, CsAuO
mp-998603, RbPbBr3
mp-998604, RbPbCl3
mp-998612, KGeBr3
mp-999498, N2
mp-999549, WN2
